gene_name,TM_PC,TM_D14,TM_D21,TM_D28,TM_D42_D14P1
LOC119872245,1,0,0,0,0
LOC111096361,0,0,0,0,0
LOC119872250,0,0,0,0,0
LOC100685796,0,0,0,0,0
LOC102152700,0,0,0,0,0
LOC100687197,0,0,0,0,0
MIR137,0,0,0,0,0
LOC119872442,0,0,0,0,0
LOC111096377,0,0,0,0,0
LOC111096378,1,0,0,0,0
LOC111096379,0,0,0,0,0
LOC119872358,0,0,0,0,0
LOC119872260,0,0,0,0,0
LOC119872359,0,0,0,0,0
LOC106558958,0,0,0,0,0
LOC119872400,0,0,0,0,0
LOC100688708,0,0,0,0,0
TRNAR-UCU,0,0,0,0,0
LOC100688990,0,0,0,0,0
LOC111096395,0,0,0,1,0
LOC111096399,0,0,0,0,0
LOC106558971,0,0,0,0,0
LOC119872365,0,0,0,0,0
LOC100684020,0,0,0,0,0
LOC102151889,1,0,0,0,0
LOC119872461,0,0,0,0,0
LOC119872285,0,0,0,0,0
LOC119872289,1,0,0,0,0
LOC119872292,1,0,0,0,0
LOC119872375,0,0,0,0,0
LOC111096464,0,0,0,0,1
LOC119872377,0,0,0,0,0
LOC111096594,1,0,0,0,0
LOC111096596,0,0,0,0,0
LOC106559014,0,0,0,0,0
MIR205,0,0,0,0,0
LOC111096610,0,0,0,0,0
LOC102156497,0,0,0,0,0
LOC119872496,0,0,0,0,0
LOC100856016,0,0,0,0,0
LOC111096866,0,0,0,0,0
LOC102151986,0,0,0,0,1
LOC119872504,0,0,0,0,0
LOC102156663,0,0,0,0,0
LOC102154021,0,0,0,0,0
LOC119872663,0,0,0,0,0
LOC111096639,0,0,0,0,0
LOC119877249,1,0,0,0,0
LOC111096641,1,0,0,0,0
LOC100687827,0,0,0,0,0
LOC490320,0,0,0,0,0
LOC111096655,1,0,0,0,0
MIR1843,1,0,0,0,0
LOC102157119,0,0,0,0,0
LOC111096659,0,0,0,0,0
LOC100855899,0,0,0,0,0
LOC119872527,0,0,0,0,0
LOC611381,0,0,0,0,0
LOC111096889,0,0,0,0,0
LOC102152384,0,0,0,0,0
LOC119872750,0,0,0,0,0
LOC119872532,0,0,0,0,0
GPA33,0,0,0,0,0
LOC111096692,1,0,0,0,0
LOC119872546,1,0,0,0,0
LOC119872679,0,0,0,0,0
TRNAM-CAU,0,0,0,0,0
FCRL1,0,0,0,0,0
LOC119872681,0,0,0,0,0
LOC111096725,0,0,0,0,0
ETV3L,0,0,0,0,0
LOC119872639,0,0,0,0,0
LOC102152726,1,0,0,0,0
LOC102151696,0,0,0,0,0
LOC106559058,0,0,0,0,0
LOC119872695,0,0,0,0,0
MEP1B,0,0,0,0,0
LOC111096784,0,0,0,0,0
LOC111096792,0,0,0,0,0
LOC119872597,0,0,0,0,0
LOC106559073,0,0,0,0,0
LOC119872606,0,0,0,0,0
LOC111096920,0,0,0,0,0
LOC119872752,0,0,0,0,0
LOC119877683,1,0,0,0,0
LOC106559070,1,0,0,0,0
LOC111096832,1,0,0,0,0
LOC111096839,0,0,0,0,0
LOC490572,1,0,0,0,0
LOC607750,0,0,0,0,0
LOC111097255,0,0,0,0,0
LOC106559087,0,0,0,0,0
LOC119873178,0,0,0,0,0
LOC119873058,0,0,0,0,0
LOC100856684,0,0,0,0,0
LOC102154002,1,0,0,0,0
LOC111096976,0,0,0,0,0
LOC119879720,0,0,0,0,0
LOC102151243,0,0,0,0,0
LOC111097004,0,0,0,0,0
LOC111097005,0,0,0,0,0
LOC102156547,0,0,0,0,0
LOC100688581,0,0,0,0,0
LOC100688655,0,0,0,0,0
LOC102157120,0,0,0,0,0
LOC111097217,0,0,0,0,0
LOC610920,0,0,0,0,0
CCDC198,0,0,0,0,0
LOC111097048,0,0,0,0,0
LOC111097057,0,0,0,0,0
LOC111097058,0,0,0,0,0
LOC100683638,0,0,0,1,0
LOC111097222,0,0,0,0,0
LOC119872869,0,0,0,0,0
LOC111097077,0,0,0,0,0
LOC119872872,0,0,0,0,0
LOC119872870,0,0,0,0,0
LOC111097093,0,0,0,0,0
LOC111097096,0,0,0,0,0
LOC119872900,0,0,0,0,0
VSX2,0,0,0,0,1
LOC119873003,0,0,0,0,0
LOC119873007,0,0,0,0,0
LOC111097118,1,0,0,0,0
LOC111097121,0,0,0,0,0
LOC111097130,0,0,0,0,0
LOC111097131,0,0,0,0,0
LOC102155033,0,0,0,0,0
LOC111097143,0,0,0,0,0
LOC119873172,0,0,0,0,0
LOC119873023,0,0,0,0,0
LOC111097156,0,0,0,0,0
LOC111097248,1,0,0,0,0
LOC119872927,1,0,0,0,0
LOC111097166,0,0,0,0,0
LOC119873140,0,0,0,0,0
LOC119873106,1,0,0,0,0
LOC119873101,0,0,0,0,0
LOC119873120,0,0,0,0,0
LOC119873088,0,0,0,0,0
LOC119873125,1,0,0,0,0
LOC119873094,0,0,0,0,0
LOC119873116,0,0,0,0,0
LOC119873123,0,0,0,0,0
LOC119873091,0,0,0,0,0
MIR134,0,0,0,0,0
MIR496,0,0,0,0,0
LOC100856752,0,0,0,0,0
LOC119869024,0,0,0,0,0
LOC111094981,0,0,0,0,0
MIR338,0,0,0,0,0
LOC106559229,0,0,0,0,0
LOC119863936,0,0,0,0,0
LOC111097275,0,0,0,0,0
LOC111097519,0,0,0,0,0
TRNAR-CCU,0,0,0,0,0
LOC119880579,1,0,0,0,0
LOC119873411,0,0,0,0,0
SPPL2C,0,0,0,0,0
LOC119873412,0,0,0,0,0
LOC100686787,0,0,0,0,0
LOC102154199,0,0,0,0,0
LOC119873461,0,0,0,0,0
LOC119873256,0,0,0,0,0
LOC119873416,0,0,0,0,0
SLC4A1,0,0,0,0,0
LOC119873495,0,0,0,0,0
LOC119875698,0,0,0,0,0
KLHL10,0,0,0,0,0
LOC111097352,0,0,0,0,0
KRT35,0,0,0,0,0
KRT32,0,0,0,0,0
LOC119873272,0,0,1,0,0
KRT27,0,0,0,0,0
LOC119873542,0,0,0,0,0
LOC119873462,0,0,0,0,0
NEUROD2,1,0,0,0,0
LOC111097359,0,0,0,0,0
LOC111097367,0,0,0,0,0
LOC119873544,0,0,0,0,0
TRNAQ-UUG,0,0,0,0,0
LOC111097380,0,0,0,0,0
LOC119873302,0,0,0,0,0
LOC119873518,0,0,0,0,0
LOC111097414,0,0,0,0,0
LOC119873523,0,0,0,0,0
HNF1B,0,0,0,0,0
LOC111097427,0,0,0,0,0
MIR144,0,0,0,1,0
LOC102154324,0,0,0,0,0
LOC106559317,0,0,0,0,0
LOC111097450,0,0,0,0,0
LOC480641,0,0,0,0,0
LOC611221,0,0,0,0,0
LOC119873434,0,0,0,0,0
LOC119873336,1,0,0,0,0
LOC119873532,0,0,0,0,0
LCNL1,0,0,0,0,0
LOC119873348,0,0,0,0,0
LOC119873353,0,0,0,0,0
LOC119873357,0,0,0,0,0
PRDM12,0,0,0,0,0
LOC119873439,0,0,0,0,0
MIR219-2,0,0,0,0,0
LOC100682801,0,0,0,0,1
LOC102156506,0,0,0,0,0
LOC119873441,0,0,0,0,0
LOC119873459,1,0,0,0,0
LOC102151918,0,0,0,0,0
LOC106559325,0,0,0,0,1
SDR9C7,0,0,0,0,0
LOC111097583,1,0,0,0,0
LOC111097825,0,0,0,0,0
LOC100685946,0,0,0,0,0
LOC100686334,0,0,0,0,0
LOC102156851,0,0,0,0,0
APOBEC3Z1,0,0,0,0,0
LOC111094987,0,0,0,0,0
LOC102153294,1,0,0,0,0
UPK3A,0,0,0,0,0
LOC119873609,0,0,0,0,0
LOC119873822,1,0,0,0,0
LOC111097642,0,0,0,0,0
LOC102156637,1,0,0,0,0
LOC111097645,0,0,0,0,0
LOC111097647,0,0,0,0,0
LOC111097653,0,0,0,0,0
LOC106559397,1,0,0,0,0
LOC111097674,1,0,0,0,0
LOC111097676,0,0,0,0,0
LOC100856643,0,0,0,0,0
LOC102151808,0,0,0,0,0
SULT1C3,0,0,0,0,0
LOC111097685,0,0,0,0,0
LOC111097843,0,0,0,0,0
LOC611115,0,0,0,0,0
LOC111097688,0,0,0,0,0
LOC481325,0,0,0,1,0
LOC111097702,1,0,0,0,0
LOC119873656,0,0,0,0,0
LOC102153480,1,0,0,0,0
LOC100687550,0,0,0,0,0
LOC119873669,0,0,0,0,0
LOC106559417,0,0,0,0,0
GTF2A1L,0,0,0,0,0
LOC119873736,0,0,0,0,0
LOC102152412,0,0,0,0,0
LOC119876733,0,0,0,0,1
LOC119873689,0,0,0,0,0
LOC119873693,0,0,0,0,0
LOC100686813,1,0,0,0,0
LOC102152622,0,0,0,0,0
LOC102153409,0,0,0,0,0
LOC111097784,0,0,0,0,0
LOC119873781,0,0,0,0,0
LOC111097793,0,0,0,0,0
LOC111097805,1,0,0,0,0
LOC119873783,0,0,0,0,0
LOC119873798,1,0,0,0,0
GKN1,0,0,0,0,0
LOC111097809,1,0,0,0,0
CD207,0,0,0,0,0
LOC119881491,0,0,0,0,0
OR1AD1,0,0,0,0,0
LOC119874017,0,0,0,0,0
LOC111097981,0,0,0,0,0
LOC119873852,0,0,0,0,0
LOC608625,0,0,0,0,0
LOC119874028,0,0,0,0,0
LOC609022,0,0,0,0,1
LOC119873878,0,0,0,0,0
CCDC192,0,0,0,0,0
LOC106559469,1,0,0,0,0
LOC102154099,0,0,0,0,0
LOC102151810,0,0,0,0,0
LOC111097933,0,0,0,0,0
LOC111097937,0,0,0,0,0
LOC111098056,0,0,0,0,0
LOC119873914,0,0,0,0,0
LOC100856351,0,0,0,0,0
LOC119874072,0,0,0,0,0
IZUMO3,1,0,0,0,0
LOC111098078,0,0,0,0,0
LOC119874047,0,0,0,0,0
LOC102157307,0,0,0,0,0
LOC119874089,0,0,0,0,0
FAM205A,0,0,0,1,0
LOC611901,0,0,0,0,0
OR13C7F,0,0,0,0,0
LOC119874065,0,0,0,0,0
LOC612149,0,0,0,0,0
LOC119873959,0,0,0,0,0
LOC102151534,1,0,0,0,0
LOC111097958,0,0,0,0,0
LOC119873964,0,0,0,0,0
LOC119873973,1,0,0,0,0
TXNDC8,0,0,0,0,0
OR2K2,0,0,0,0,0
AMBP,0,0,0,0,0
LOC106559529,0,0,0,0,0
LOC100686421,0,0,0,0,1
LOC119873995,1,0,0,0,0
LOC100682875,0,0,0,0,0
SFTA2,1,0,0,0,0
LOC100856021,0,0,0,0,0
LOC111098217,0,0,0,0,0
LOC111098224,0,0,0,0,0
LOC119874148,0,0,0,0,0
LOC119874149,0,0,0,0,0
BNIP5,0,0,0,0,0
LOC111098243,0,0,0,0,0
LOC102156801,0,0,0,0,0
LOC119874158,0,0,0,0,0
LOC102157177,0,0,0,0,0
MIR133B,0,0,0,0,0
LOC111098283,0,0,0,0,0
LOC119874271,0,0,0,0,0
GCM1,0,0,0,0,0
LOC111098164,0,0,0,0,0
LGSN,0,0,0,0,0
LOC111098309,0,0,0,0,0
LOC111098313,0,0,0,0,0
LOC119874286,0,0,0,0,1
LOC111098335,0,0,0,0,0
LOC111098341,0,0,0,0,0
LOC100686367,0,0,0,0,0
LOC119874210,0,0,0,0,0
HTR1E,1,0,0,0,0
GJB7,0,0,0,0,0
LOC111098354,0,0,0,0,0
LOC111098353,0,0,0,0,0
LOC119874298,0,0,0,0,0
LOC111098357,0,0,0,0,0
LOC119874300,0,0,0,0,0
LOC100687875,0,0,1,0,0
LOC119874217,0,0,0,0,0
PRDM13,0,0,0,0,0
LOC111098184,0,0,0,0,0
LOC119874390,1,0,0,0,0
LOC111098375,0,0,0,0,0
LOC119874310,0,0,0,0,0
LOC111098383,0,0,0,0,0
LOC119874239,0,0,0,0,0
LOC111098485,0,0,0,0,0
LOC119865542,1,0,0,0,0
LOC111098498,0,0,0,0,0
LOC111098511,0,0,0,0,0
LOC119865515,0,0,0,0,1
LOC102154405,0,0,0,0,0
LOC111098522,0,0,0,0,0
LOC482014,1,0,0,0,0
LOC100687744,1,0,0,0,0
LOC102151563,0,0,0,0,0
LOC111098444,0,0,0,0,0
LOC111098446,0,0,0,0,0
LOC475097,0,0,0,1,0
LOC102151612,0,0,0,0,0
LOC111098551,1,0,0,0,0
LOC106559615,0,0,0,0,0
LOC119874486,0,0,0,0,0
LOC119865470,0,0,0,0,0
LOC119864475,0,0,0,0,0
PSCA,0,0,0,0,0
LY6D,0,0,0,0,0
CYP11B2,0,0,0,0,0
LOC102154884,0,0,0,0,0
LOC102155989,0,0,0,0,0
GABRB1,1,0,0,0,0
LOC106559651,1,0,0,0,0
LOC119865523,1,0,0,0,0
LOC100688353,1,0,0,0,0
LOC106559644,0,0,0,0,0
LOC111098427,0,0,0,0,1
PDCL2,0,0,0,0,0
EXOC1L,0,0,0,0,0
LOC611685,0,0,0,0,0
SULT1D1,1,0,0,0,0
LOC111098640,0,0,0,0,0
LOC102153093,0,0,0,0,0
TRNAM-CAU,0,0,0,0,0
MIR182,0,0,0,0,0
HYAL4,0,0,0,0,0
LOC111098739,0,0,0,0,0
LOC102153442,1,0,0,0,0
LOC106559683,0,0,0,0,0
LOC111098746,0,0,0,0,0
LOC100684190,0,0,0,0,0
LOC111098759,0,0,0,0,0
LOC119866717,0,0,0,0,0
LOC102152578,1,0,0,0,0
PON1,1,0,0,0,0
LOC111098766,0,0,0,0,0
TRNAE-CUC,0,0,0,0,0
LOC119866411,1,0,0,0,0
LOC608813,0,0,1,0,0
LOC106559661,0,0,0,0,0
LOC119866733,0,0,0,0,0
LOC102153581,0,0,1,0,0
LOC111098777,1,0,0,0,0
AGR2,0,0,0,0,0
LOC111098792,0,0,0,0,0
LOC119865835,0,0,0,0,0
STK31,0,0,0,0,0
LOC111098804,1,0,0,0,0
LOC102153940,0,0,0,0,0
TRNAK-CUU,0,0,0,0,0
LOC102156804,0,0,0,0,0
LOC102152268,0,0,0,0,0
LOC102153651,0,0,0,0,0
TRNAM-CAU,0,0,0,0,0
LOC119866623,1,0,0,0,0
LOC111098831,0,0,0,0,0
LOC100687040,0,0,0,0,0
LOC102155421,0,0,0,0,0
LOC111098855,0,0,0,0,0
RNF133,0,0,0,0,0
LOC119869217,0,0,0,0,0
LOC111095026,1,0,0,0,0
OR13P4,0,0,0,0,0
OR13P3,1,0,0,0,0
OR13P5,0,0,0,0,0
LOC119868088,0,0,0,0,0
LOC119868093,0,0,0,0,0
TMCO2,0,0,0,0,0
LOC119869470,0,0,0,0,0
LOC111098951,0,0,0,0,0
LOC111098952,0,0,0,0,0
LOC119869323,0,0,0,0,0
LOC106559786,0,0,0,0,0
LOC102152242,0,0,0,0,0
LOC119869305,0,0,0,0,0
LOC610049,0,0,0,0,0
LOC111098973,0,0,0,0,0
LOC119868279,0,0,0,0,0
LOC119869351,0,0,0,1,0
LOC102152839,0,0,0,0,0
TSPAN1,0,0,0,0,0
LOC111098986,0,0,0,0,0
LOC100683261,0,0,0,0,0
LOC111098884,0,0,0,0,0
LOC119869456,0,0,0,0,0
OR11J6,0,0,0,0,1
OR11G9,0,0,0,0,0
RNASE9,0,0,0,1,0
TRNAT-UGU,1,0,0,0,0
TRNAL-UAG,0,0,0,0,0
LOC111098886,0,0,0,0,0
TRNAL-AAG,0,0,0,0,0
LOC119869392,0,0,0,0,0
LOC119869440,0,0,0,0,0
LOC111098893,0,0,0,0,0
LOC119869389,0,0,0,0,0
LOC119869340,0,0,0,0,1
LOC111090038,0,0,0,0,0
LOC102154336,0,0,0,0,0
LOC119868360,0,0,0,0,0
LOC111090054,0,0,0,0,0
LOC119868196,0,0,0,0,0
LOC100683155,0,0,0,0,0
LOC102154728,0,0,0,0,0
SLC5A8,0,0,0,0,0
LOC119869373,0,0,0,0,0
PRSS48,0,0,0,0,0
LOC119869461,0,0,0,0,0
LOC100683690,0,0,0,0,0
LOC100685384,0,0,0,1,0
LOC119869298,0,0,0,0,0
LOC102152934,1,0,0,0,0
LOC111090133,1,0,0,0,0
LOC119869421,0,0,0,0,0
MIR8849,0,0,0,0,0
LOC119869595,1,0,0,0,0
LOC119869601,0,0,0,0,0
LOC102153990,0,0,0,0,0
TMEM139,0,0,0,0,0
LOC111090226,0,0,0,0,0
LOC119869607,0,0,0,0,0
LOC106559827,0,0,0,0,0
LOC119869639,0,0,0,0,0
LOC119869499,0,0,0,0,0
LOC111090237,1,0,0,0,0
LOC100856308,0,0,0,0,0
SVOPL,0,0,0,0,0
LOC119869620,0,0,0,0,0
LOC119869531,0,0,0,0,0
LOC102157059,0,0,0,1,0
LOC482781,0,0,0,0,0
AOC1,1,0,0,0,0
LOC119869573,0,0,0,0,0
LOC119869625,0,0,0,0,0
LOC102155878,0,0,0,0,0
LOC100682550,0,0,0,0,0
LOC111090269,0,0,0,0,0
LOC119869518,0,0,0,0,0
LOC111090311,0,0,0,0,0
LOC102156702,0,0,0,0,0
LOC102155337,0,0,0,0,0
LOC119869547,0,0,0,0,0
LOC111090340,0,0,0,0,0
LOC119869574,0,0,0,0,0
CSMD1,1,0,0,0,0
LOC102154595,0,0,0,1,0
LOC119864080,0,0,0,0,0
LOC111090475,0,0,0,0,0
LOC111090478,0,0,0,0,0
LOC111090481,0,0,0,0,0
LOC119869740,0,0,0,0,0
LOC119864040,0,0,0,0,0
LOC102152202,0,0,0,0,0
LOC119869774,0,0,0,0,0
LOC111090499,0,0,0,0,0
LOC111090501,0,0,0,0,0
LOC119869749,0,0,0,0,0
LOC119864062,0,0,0,0,0
LOC111090393,0,0,0,0,0
LOC119869825,0,0,0,0,0
MIR1301,0,0,0,0,0
LOC102156961,0,0,0,0,0
LOC119869728,0,0,0,0,0
LOC119864026,0,0,0,0,0
LOC111090556,0,0,0,0,0
LOC100688586,0,0,0,0,0
LOC102155723,0,0,0,0,0
LOC102152201,0,0,0,0,0
LOC119864073,0,0,0,0,0
LOC119864022,0,0,0,0,0
ASTL,0,0,0,0,0
LOC111090603,0,0,0,0,0
TEX37,0,0,0,0,0
LOC100856532,0,0,0,0,0
LOC111090625,1,0,0,0,0
LOC111090629,0,0,0,0,0
LOC100686748,0,0,0,0,0
LOC111090643,0,0,0,0,0
LOC100684103,0,0,0,0,0
LOC102155066,0,0,0,0,0
LOC607038,0,0,0,0,0
LOC119869814,0,0,0,0,0
LOC119869790,1,0,0,0,0
LOC102151765,0,0,0,0,0
LOC111090682,1,0,0,0,0
LOC102153807,0,0,0,0,0
LOC100683225,0,0,0,0,0
LOC119864049,0,0,0,0,0
LOC119864017,0,0,0,0,0
TRNAE-CUC,0,0,0,0,0
LOC111090404,0,0,0,0,0
BOLA1,0,0,0,0,0
LOC119864039,0,0,0,0,0
LOC106559927,0,0,0,0,0
TRNAH-GUG,0,0,0,0,0
LOC119869771,0,0,0,0,0
LOC100688587,0,0,0,0,0
TMIGD3,0,0,0,0,0
SUN3,0,0,0,1,0
LOC111090865,0,0,0,0,0
LOC100682752,0,0,1,0,0
LOC100682966,0,0,0,0,0
POU6F2,0,0,0,0,0
LOC100683694,0,0,0,0,0
LOC102152421,1,0,0,0,0
LOC106559946,0,0,0,0,0
LOC119864175,0,0,0,0,0
LOC102157377,0,0,0,0,0
LOC111090897,0,0,0,0,0
LOC111090898,0,0,0,0,0
LHFPL3,0,0,0,0,0
LOC102154601,0,0,0,0,0
LOC111090804,0,0,0,0,0
LOC119864188,1,0,0,0,0
LOC606890,0,0,0,0,0
LOC119864193,0,0,0,0,0
LOC475936,0,0,0,0,0
LOC483397,1,0,0,0,0
LOC111095093,0,0,0,0,0
RAG2,0,0,0,0,0
LOC111090940,0,0,0,0,0
LOC111090837,0,0,0,0,0
LOC111091021,0,0,0,0,0
PRRG4,0,0,0,0,0
LOC119864219,0,0,0,0,0
OR10V10,0,0,0,0,0
TRNAK-UUU,0,0,0,0,0
TRNAL-UAA,0,0,0,0,0
TRNAR-UCU,0,0,0,0,0
OR5BA1,0,0,0,0,0
MIR130A,0,0,0,0,0
LOC111090958,0,0,0,0,0
OR4B1E,0,0,0,0,0
LOC119864229,0,0,0,0,0
LOC111090971,0,0,0,0,0
LOC102156491,1,0,0,0,0
LOC111090976,1,0,0,0,0
LOC119864239,0,0,0,0,0
LOC111090979,0,0,0,0,0
LOC119864236,1,0,0,0,0
SLC22A18,0,0,0,0,0
MRGPRG,0,0,0,0,1
LOC102155623,0,0,0,0,0
LOC483676,0,0,0,0,0
LOC111090984,1,0,0,0,0
LOC119864248,0,0,0,0,0
FGF3,0,0,0,0,0
LOC119864251,0,0,0,0,0
ACY3,1,0,0,0,0
LOC102155380,1,0,0,0,0
LOC119864309,0,0,0,0,0
LOC119864351,0,0,0,0,0
SLC22A12,0,0,0,0,0
PLAAT5,0,0,0,0,0
LOC119864318,0,0,0,0,0
LOC100855928,0,0,0,1,0
PGA,0,0,0,0,0
LOC100685728,0,0,0,0,0
LOC102154218,0,0,0,0,0
LOC119870008,0,0,0,0,0
LOC111091085,0,0,0,0,0
LOC119864522,0,0,0,0,0
LOC111091040,0,0,0,0,0
LOC100685676,0,0,0,0,0
LOC111091096,1,0,0,0,0
LOC111091045,0,0,0,0,0
LOC119864376,0,0,0,0,0
LOC119868841,0,0,0,0,0
LOC119864377,1,0,0,0,0
LOC111091108,0,0,0,0,0
LOC111091111,1,0,0,0,0
LOC119864517,1,0,0,0,0
LOC100687982,1,0,0,0,0
LOC102153490,0,0,0,0,0
LOC119864439,1,0,0,0,0
ADAD1,0,0,0,0,0
LOC119864546,0,0,0,0,0
LOC111091131,0,0,0,0,0
LOC100683549,1,0,0,0,0
LOC119864511,0,0,0,0,0
LOC111091142,0,0,0,0,0
TMEM37,0,0,0,0,0
C1QL2,0,0,0,0,0
LOC119864521,0,0,0,0,0
DPP10,0,0,0,0,0
LOC119864480,0,0,0,0,0
LOC111091183,0,0,0,0,0
LOC119864491,0,0,0,0,0
LOC119864406,0,0,0,0,0
LOC119864411,0,0,0,1,0
LOC102153053,0,0,0,0,0
LOC102153280,0,0,0,0,0
C20H3orf22,0,0,0,0,0
LOC102155942,0,0,0,0,0
LOC111091227,0,0,0,0,0
H1-8,0,0,0,0,0
LOC102156438,0,0,0,0,0
LOC119864633,1,0,0,0,0
LOC119864842,0,0,0,0,0
LOC100686411,0,0,0,0,0
LOC111091429,0,0,0,0,0
LOC100686512,0,0,1,0,0
LOC102154942,0,0,0,0,0
LOC111091278,0,0,0,0,0
TAFA1,0,0,0,0,0
LOC102151883,0,0,0,0,0
LOC111091297,0,0,0,0,0
LOC102151126,0,0,0,0,0
LOC119864584,0,0,0,0,0
LOC119864808,0,0,0,0,0
LOC119864823,0,0,0,0,0
IQCF5,0,0,0,0,0
LOC102151821,0,0,0,0,0
LOC100688337,0,0,0,0,0
LOC111091331,0,0,0,0,0
LOC100685286,1,0,0,0,0
LOC119864701,0,0,0,0,0
CCR9,0,0,0,0,0
LOC102154995,0,0,0,0,0
LOC100682806,0,0,0,0,0
LOC100684988,0,0,0,0,0
RTBDN,0,0,0,0,0
LOC111091374,0,0,0,0,0
OR7D2,0,0,0,0,0
LOC100686062,0,0,0,0,0
LOC119864756,0,0,0,0,0
LOC119864804,0,0,0,0,0
LOC119864759,0,0,0,0,0
LOC100682602,0,0,0,0,0
LOC119870092,0,0,0,0,0
MIR8802,0,0,0,0,0
LOC119864826,0,0,0,0,0
LOC111091402,0,0,0,0,0
LOC119864615,0,0,0,0,0
LOC119864616,0,0,0,0,0
LOC100684540,0,0,0,0,0
LOC119864950,1,0,0,0,0
LOC100684591,0,0,0,0,0
LOC111091502,0,0,0,0,0
LOC111091607,0,0,0,0,0
MIR708,0,0,0,0,0
LOC111091516,0,0,0,0,0
GDPD4,0,0,0,0,0
TRNAK-CUU,0,0,0,0,0
LOC119865064,0,0,0,0,0
LOC119864985,0,0,0,0,0
LOC119864882,0,0,0,0,0
CNGA4,0,0,0,0,0
OR2AG1C,0,0,0,0,1
NLRP14,0,0,0,0,0
OVCH2,1,0,0,0,0
LOC106560205,0,0,0,0,0
LOC100684292,0,0,0,0,0
LOC111091562,1,0,0,0,0
CRSP-2,0,0,0,0,0
LOC102151396,1,0,0,0,0
OTOG,0,0,0,0,0
LOC100686118,0,0,0,0,0
LOC111091580,0,0,0,0,0
LOC100687050,1,0,0,0,0
LOC119865038,1,0,0,0,0
LOC106560180,0,0,0,0,0
LOC102155967,0,0,0,0,0
LOC476900,0,0,0,0,0
LOC111091782,1,0,0,0,0
LOC119865170,0,0,0,0,0
LOC111091801,0,0,0,0,0
LOC111091745,0,0,0,0,0
CPB2,0,0,0,0,0
MIR8814,0,0,0,0,0
LOC111091818,0,0,0,0,0
LOC119870126,0,0,0,0,0
LOC119865189,0,0,0,0,0
LOC102151983,0,0,0,0,0
LOC119865136,0,0,0,0,0
LOC111091670,0,0,0,0,0
LOC100685150,0,0,0,0,0
LOC100685543,0,0,0,0,0
LOC119865214,0,0,0,0,0
LOC111091682,0,0,0,0,0
LOC102152302,0,0,0,0,0
LOC119865291,0,0,0,0,0
LOC119865226,0,0,0,0,0
LOC119865153,0,0,0,0,0
LOC119865234,0,0,0,0,0
LOC119870134,1,0,0,0,0
LOC111091719,0,0,0,0,0
F7,0,0,0,0,0
LOC111089989,0,0,0,0,0
LOC102154344,0,0,0,1,0
LOC100683763,0,0,0,0,0
LOC102155971,0,0,0,0,0
LOC111091911,0,0,0,0,0
LOC111091914,0,0,0,0,0
LOC100684062,1,0,0,0,0
LOC100684293,0,0,0,0,0
LOC119865489,1,0,0,0,0
LOC111091933,0,0,0,0,0
LOC106557610,0,0,0,0,0
LOC100855900,0,0,0,0,0
LOC102152404,0,0,0,0,0
LOC611155,0,0,0,0,0
RBP2,0,0,0,0,0
LOC100856361,0,0,0,1,0
PLSCR5,0,0,0,0,0
LOC111091984,0,0,0,0,0
LOC119865429,0,0,0,0,0
LOC111091975,0,0,0,0,0
LOC111092017,0,0,0,0,0
LOC119865455,0,0,0,0,0
LOC111092131,0,0,0,0,0
LOC100683452,0,0,0,0,0
LOC111092237,0,0,0,0,0
LOC102157387,0,0,0,0,0
LOC100687675,0,0,0,1,0
LOC608183,0,0,0,0,0
LOC106557704,0,0,0,0,1
LOC106557670,0,0,0,0,0
LOC106557702,0,0,0,0,0
LOC119865623,0,0,0,0,0
LOC119865798,0,0,0,0,0
LOC119865629,0,0,0,0,0
LOC119865540,0,0,0,0,1
LOC119865590,0,0,0,0,0
LOC100855425,0,0,0,0,0
LOC102155387,0,0,0,0,0
LOC111092082,0,0,0,0,0
LOC100687561,0,0,1,0,0
SUN5,0,0,0,0,0
LOC111092231,1,0,0,0,0
LOC119865779,0,0,0,0,0
ASIP,1,0,0,0,0
LOC111092246,1,0,0,0,0
LOC119870200,0,0,0,0,0
LOC102156842,0,0,0,0,0
ARHGAP40,0,0,0,0,0
LOC119865548,0,0,0,0,0
LOC102152209,0,0,0,0,0
LOC106557657,0,0,0,0,0
LOC102151692,0,0,0,0,0
LOC111092151,0,0,0,0,0
LOC119865681,0,0,0,0,0
LOC119865559,1,0,0,0,0
LOC119865752,0,0,0,0,0
LOC111092162,0,0,0,0,0
LOC111092084,0,0,0,0,0
LOC119865695,0,0,0,0,0
LOC111092236,0,0,0,0,0
LOC111092240,0,0,0,0,0
LOC102154923,0,0,0,0,0
LOC119865703,0,0,0,0,0
LOC119865705,0,0,0,0,0
PHACTR3,0,0,0,0,0
CDH26,0,0,0,0,0
LOC119870217,0,0,0,0,0
LOC100683497,1,0,0,0,0
LOC100684367,0,0,0,0,0
LOC119866037,0,0,0,0,0
LOC106557747,0,0,0,0,0
RXFP2,0,0,0,0,0
LOC119865901,0,0,0,0,0
TRNAN-GUU,0,0,0,0,0
LOC111092403,0,0,0,0,0
LOC119865908,0,0,0,0,0
LOC106557752,0,0,0,0,0
LOC100687280,0,0,0,0,0
LOC100686941,0,0,1,0,0
LOC102155177,0,0,0,0,0
LOC102157198,1,0,0,0,0
LOC119866021,0,0,0,0,0
LOC111091354,0,0,0,0,0
